make,model,year,mileage,body_type,transmission,fuel_type,drivetrain,engine_cylinders,engine_volume,color,price
HYUNDAI,Elantra LIMITED,2013,123200,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,20071
BMW,X5,2014,247877,Sedan,Automatic,Petrol,4x4,8.0,4.4,Black,784
HONDA,Insight,2009,180000,Hatchback,Variator,Hybrid,Front,4.0,1.3,Silver,8624
LEXUS,RX 450,2010,186005,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Silver,13328
TOYOTA,Camry,2014,88000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Black,17562
HYUNDAI,H1,2014,85933,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,36068
PEUGEOT,607,2001,325000,Sedan,Tiptronic,Diesel,Front,6.0,2.2,Black,7840
HYUNDAI,H1,2017,39071,Universal,Automatic,Diesel,Front,4.0,2.5,Silver,47217
HYUNDAI,H1,2016,90000,Universal,Automatic,Diesel,Front,4.0,2.5,Silver,37000
MERCEDES-BENZ,E 300,2017,70880,Sedan,Automatic,Petrol,Rear,4.0,2.0,Silver,16621
DAEWOO,Lacetti,2010,36125,Sedan,Automatic,Petrol,Front,4.0,1.6,Blue,6523
CHEVROLET,Cruze,2011,130000,Sedan,Automatic,Petrol,Front,4.0,1.8,Sky blue,12231
HYUNDAI,Elantra,2014,102152,Sedan,Automatic,Diesel,Front,4.0,1.6,White,27946
HYUNDAI,Elantra,2011,137213,Sedan,Automatic,Petrol,Front,4.0,1.6,Grey,23239
LEXUS,RX 350 F sport,2016,52000,Jeep,Tiptronic,Petrol,4x4,6.0,3.5,Black,119172
OPEL,Astra H,2008,168000,Hatchback,Manual,Petrol,Front,4.0,1.8,Black,12544
FORD,Fiesta,2016,73600,Hatchback,Tiptronic,Petrol,Front,4.0,1.6,Silver,17245
VOLKSWAGEN,Golf,1991,234000,Sedan,Manual,CNG,Front,4.0,1.8,White,2352
FORD,Explorer,2016,125072,Jeep,Automatic,Petrol,Front,4.0,2.3,White,79902
VOLKSWAGEN,Passat,2016,87000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,White,26343
VOLKSWAGEN,NEW Beetle,2003,0,Sedan,Automatic,Petrol,Front,4.0,2.0,Pink,549
MERCEDES-BENZ,C 240,2000,196600,Sedan,Manual,LPG,Rear,6.0,2.6,Silver,8624
RENAULT,Megane GT Line,2012,170000,Universal,Manual,Diesel,Front,4.0,1.5,Black,21639
HYUNDAI,Elantra,2014,0,Sedan,Automatic,Petrol,Front,6.0,1.8,Black,70
BMW,X5,2010,267632,Jeep,Tiptronic,Diesel,Rear,6.0,3.5,Black,39201
TOYOTA,Prius,2010,179200,Hatchback,Variator,Hybrid,Rear,4.0,1.8,Black,17249
MERCEDES-BENZ,C 250,2013,95000,Sedan,Automatic,Petrol,Rear,4.0,1.8,White,25089
AUDI,A7,2014,191373,Hatchback,Automatic,Petrol,4x4,6.0,3.0,Grey,9565
CHEVROLET,Lacetti,2010,128257,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,12281
HYUNDAI,Sonata,2014,377942,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,9938
BMW,X5,2010,265210,Jeep,Automatic,Diesel,4x4,6.0,3.0,Black,470
KIA,Optima,2013,41412,Sedan,Automatic,Petrol,Front,4.0,2.0,White,17540
TOYOTA,Camry,2018,44845,Sedan,Automatic,Petrol,Front,4.0,2.5,Brown,470
TOYOTA,Camry,2016,114389,Sedan,Automatic,Petrol,Front,4.0,2.5,Blue,1098
HYUNDAI,Tucson,2016,99000,Jeep,Automatic,Diesel,Front,4.0,2.0,White,37580
TOYOTA,Highlander,2010,300366,Jeep,Automatic,Hybrid,4x4,6.0,3.3,Blue,14269
NISSAN,X-Trail,2016,22000,Jeep,Automatic,Petrol,4x4,4.0,2.0,Red,18000
CHEVROLET,Cruze,2014,184835,Sedan,Automatic,Petrol,Front,4.0,1.4,Silver,1725
SKODA,Octavia,2011,180000,Universal,Manual,Petrol,4x4,4.0,1.8,Silver,23521
MERCEDES-BENZ,ML 350,2003,235200,Jeep,Tiptronic,CNG,4x4,6.0,3.7,Black,13485
MERCEDES-BENZ,CLS 350 AMG,2008,63000,Sedan,Tiptronic,Petrol,Rear,6.0,3.5,Black,25089
HYUNDAI,Santa FE,2013,182217,Jeep,Automatic,Diesel,Front,4.0,2.0,White,29777
TOYOTA,Highlander,2011,368064,Jeep,Automatic,Petrol,4x4,6.0,3.5,Grey,22580
TOYOTA,Vitz,2004,170342,Hatchback,Variator,Petrol,Front,4.0,1.3,Silver,7840
CHEVROLET,Orlando,2017,71400,Jeep,Automatic,Diesel,Front,4.0,1.6,Silver,36166
FORD,Fusion,2015,78000,Sedan,Automatic,Plug-in Hybrid,Front,4.0,2.0,Black,34497
HYUNDAI,Sonata,2012,157367,Sedan,Automatic,Petrol,Front,4.0,2.0,Grey,17186
HYUNDAI,Elantra,2013,117500,Sedan,Automatic,Petrol,Front,4.0,1.6,Grey,17158
CHEVROLET,Malibu,2019,8710,Coupe,Automatic,Petrol,Front,4.0,1.5,Black,5018
AUDI,Q5 S-line,2013,139259,Jeep,Tiptronic,Petrol,4x4,6.0,3.0,Black,42337
HYUNDAI,Santa FE,2014,87000,Jeep,Automatic,Petrol,Front,4.0,2.4,Grey,49858
FORD,Transit,2006,286000,Microbus,Manual,Diesel,Rear,4.0,2.4,White,19757
TOYOTA,RAV 4,2008,113600,Jeep,Automatic,Petrol,Front,5.0,2.4,White,16621
HYUNDAI,Elantra,2018,60000,Sedan,Automatic,Diesel,Front,4.0,1.6,White,30038
TOYOTA,Camry,2018,45371,Sedan,Automatic,Petrol,Front,4.0,2.5,Silver,16308
BMW,X1,2013,68000,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,Orange,29793
CHEVROLET,Malibu,2013,114107,Sedan,Automatic,Petrol,Front,4.0,2.0,Blue,862
MERCEDES-BENZ,CLK 270,2002,260000,Coupe,Tiptronic,Diesel,Rear,5.0,2.7,Black,12858
FORD,Transit,2007,158000,Microbus,Manual,Diesel,Front,4.0,2.2,White,16618
MERCEDES-BENZ,E 350,2014,29675,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,392
TOYOTA,Prius,2009,288034,Sedan,Automatic,Hybrid,Front,4.0,1.8,Silver,18817
HYUNDAI,H1,2014,119884,Minivan,Automatic,Diesel,Front,4.0,2.5,Grey,34406
HYUNDAI,Sonata,2017,95948,Sedan,Automatic,Petrol,Front,4.0,2.0,White,45044
LEXUS,GX 470,2013,154115,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,1490
MERCEDES-BENZ,Vito,1998,222000,Minivan,Manual,Diesel,Front,4.0,2.3,Green,8938
MERCEDES-BENZ,E 350,2013,0,Coupe,Automatic,Diesel,Rear,6.0,3.5,Silver,627
ACURA,RDX,2015,0,Jeep,Automatic,Petrol,4x4,6.0,3.5,Blue,282
SUBARU,Forester,2005,145576,Universal,Automatic,Petrol,4x4,4.0,2.0,Silver,8467
DAIHATSU,Sirion,2002,25000,Hatchback,Manual,Petrol,Front,4.0,1.2,Green,3136
HYUNDAI,Sonata,2015,616691,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,8467
MERCEDES-BENZ,E 350,2009,109139,Sedan,Automatic,Diesel,Rear,6.0,3.5,Black,5018
LEXUS,CT 200h,2012,149981,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,251
TOYOTA,Land Cruiser Prado,2014,137000,Jeep,Tiptronic,Diesel,4x4,6.0,3.0,Black,84675
FORD,Fiesta,2014,84800,Hatchback,Automatic,Petrol,Front,4.0,1.6,Black,10663
TOYOTA,Prius,2008,135000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Black,20
FORD,Transit,1995,0,Microbus,Manual,Diesel,Rear,4.0,2.5,White,11917
HYUNDAI,Elantra GT,2014,51950,Hatchback,Automatic,Petrol,Front,4.0,2.0,Grey,14740
MERCEDES-BENZ,C 230,1996,210456,Sedan,Manual,Petrol,Rear,4.0,2.3,Silver,6899
HYUNDAI,Accent,2014,126265,Sedan,Automatic,Diesel,Front,4.0,1.6,White,15624
MITSUBISHI,Colt,2010,89617,Sedan,Variator,Petrol,Front,4.0,1.3,Beige,10349
VOLKSWAGEN,Jetta,2014,82392,Sedan,Automatic,Diesel,Front,4.0,2.0,Silver,1568
HYUNDAI,Elantra,2012,129000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Blue,14740
CHEVROLET,Cruze,2019,14074,Sedan,Automatic,Petrol,Front,4.0,1.4,Grey,549
HYUNDAI,Sonata,2015,620755,Sedan,Automatic,LPG,Front,4.0,2.0,White,10976
MERCEDES-BENZ,E 320,1998,0,Sedan,Automatic,CNG,Rear,6.0,3.2,White,6586
TOYOTA,Camry,2015,89600,Sedan,Automatic,Hybrid,Rear,6.0,2.5,White,46101
MERCEDES-BENZ,E 300,2017,50930,Sedan,Automatic,Petrol,Rear,4.0,2.0,Black,22580
TOYOTA,Land Cruiser,2013,180000,Jeep,Tiptronic,Petrol,4x4,8.0,4.7,Black,111332
MERCEDES-BENZ,E 270,2002,5000,Sedan,Automatic,Diesel,Rear,6.0,2.7,White,14113
CHEVROLET,Orlando,2012,198000,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,16621
CHEVROLET,Cruze RS,2016,32000,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Grey,19130
MERCEDES-BENZ,C 250,2013,121600,Coupe,Automatic,Petrol,Rear,4.0,0.0,White,2430
CHEVROLET,Cruze,2016,99200,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Black,21639
FORD,Fusion,2009,245000,Sedan,Automatic,Hybrid,Front,4.0,2.5,Silver,17249
TOYOTA,Prius,2013,137568,Sedan,Automatic,Petrol,Front,4.0,1.8,Blue,19757
VAZ,2121 (Niva),1983,0,Sedan,Manual,Petrol,4x4,4.0,1.3,Beige,1000
JEEP,Grand Cherokee,2001,297600,Jeep,Automatic,CNG,4x4,8.0,4.7,Grey,11604
GAZ,20,1953,0,Sedan,Manual,Petrol,Rear,4.0,2.0,Beige,51746
TOYOTA,Camry,2013,73600,Sedan,Automatic,Hybrid,Front,6.0,2.5,Blue,32302
HYUNDAI,Santa FE,2016,134413,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,40390
TOYOTA,Prius,2010,146000,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,9879
LINCOLN,MKZ hybrid,2015,137666,Sedan,Tiptronic,Hybrid,Front,4.0,2.0,Grey,15681
HYUNDAI,Elantra,2014,105600,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Carnelian red,16621
HYUNDAI,Elantra SE,2017,53895,Sedan,Automatic,Petrol,Front,4.0,2.0,Silver,17719
MAZDA,Mazda 6,2002,150000,Sedan,Tiptronic,Petrol,Front,4.0,2.3,White,7527
TOYOTA,Prius,2010,172707,Sedan,Variator,Hybrid,Front,4.0,1.8,Black,18245
HYUNDAI,Elantra,2012,135456,Sedan,Automatic,Petrol,Front,4.0,1.8,White,14113
SSANGYONG,Actyon,2011,173987,Sedan,Automatic,Diesel,Front,4.0,2.0,Silver,16800
BMW,740,2006,180000,Sedan,Tiptronic,Petrol,Rear,8.0,4.0,Black,18817
BMW,130,2009,163000,Coupe,Automatic,Petrol,Rear,6.0,2.8,Black,13485
KIA,Optima,2016,27390,Sedan,Automatic,Petrol,Front,4.0,2.0,Black,26343
CHEVROLET,Cruze,2010,150001,Sedan,Automatic,Petrol,Front,4.0,1.8,Silver,6899
HYUNDAI,Genesis,2010,100000,Coupe,Automatic,Petrol,Front,4.0,2.0,Grey,16091
HYUNDAI,Santa FE,2016,108025,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,52263
NISSAN,Juke,2013,147200,Jeep,Tiptronic,Petrol,Front,4.0,1.6,Silver,23834
BMW,750,2005,177000,Sedan,Tiptronic,Petrol,Rear,8.0,5.0,Black,15367
VOLKSWAGEN,GTI,2015,104618,Hatchback,Automatic,Petrol,Front,4.0,0.2,White,2666
HYUNDAI,Elantra,2016,41000,Sedan,Automatic,Petrol,Front,4.0,2.0,White,27598
HYUNDAI,Sonata,2015,24148,Sedan,Automatic,Petrol,Front,4.0,2.0,Black,49751
SUBARU,Legacy,2006,1111,Sedan,Manual,Petrol,4x4,4.0,2.0,White,16000
VOLKSWAGEN,Jetta,2012,119619,Sedan,Automatic,Diesel,Front,4.0,2.0,Black,9408
VOLKSWAGEN,Passat,2012,250000,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,22000
HYUNDAI,Sonata,2010,155590,Sedan,Automatic,Petrol,Front,4.0,2.0,Grey,20297
HYUNDAI,Santa FE,2016,35000,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,58579
BMW,X5,2004,141454,Jeep,Tiptronic,Petrol,4x4,8.0,4.4,Black,17562
OPEL,Vectra B,2000,156000,Sedan,Manual,Petrol,Front,4.0,1.8,Grey,3900
NISSAN,X-Trail X-trail,2002,254321,Jeep,Manual,Petrol,4x4,4.0,2.0,Grey,8467
LEXUS,CT 200h,2013,125000,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Carnelian red,23521
BMW,X5,2012,296395,Jeep,Automatic,Diesel,4x4,6.0,3.0,Grey,157
JEEP,Compass,2009,54575,Jeep,Automatic,Petrol,Front,4.0,2.4,Silver,17249
FORD,Focus,2013,53000,Sedan,Manual,Petrol,Front,4.0,2.0,Yellow,26971
MERCEDES-BENZ,E 350,2011,230696,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,14583
TOYOTA,Hilux Surf,1998,262000,Jeep,Automatic,Petrol,4x4,6.0,3.4,Black,10976
TOYOTA,CHR,2019,5219,Coupe,Automatic,Petrol,Front,4.0,2.0,White,6586
HYUNDAI,H1,2010,56765,Jeep,Automatic,Diesel,Front,4.0,2.5,Silver,12701
TOYOTA,RAV 4,2018,1358,Jeep,Tiptronic,Petrol,4x4,4.0,2.5,Grey,58018
HYUNDAI,Elantra,2011,165845,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,18531
MERCEDES-BENZ,200,1998,0,Sedan,Manual,Petrol,Rear,4.0,1.8,Black,10976
TOYOTA,Camry,2012,156518,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,3607
ISUZU,VehiCross,1999,170000,Jeep,Automatic,Petrol,4x4,6.0,3.2,Blue,9408
TOYOTA,Prius,2007,240000,Hatchback,Variator,Petrol,Front,4.0,1.5,Grey,10036
HYUNDAI,H1,2009,150000,Minivan,Automatic,Diesel,Rear,6.0,2.5,Silver,21953
TOYOTA,Yaris,2008,0,Coupe,Manual,Petrol,Front,4.0,1.5,Black,11604
HYUNDAI,Elantra,2016,71200,Sedan,Tiptronic,Petrol,Front,4.0,2.0,Silver,28222
VOLKSWAGEN,CC,2010,168000,Sedan,Automatic,Petrol,Front,4.0,2.0,White,17249
TOYOTA,Camry,2018,32000,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,61154
FORD,Fusion,2014,124493,Sedan,Automatic,Hybrid,Front,4.0,2.0,White,4861
HYUNDAI,Santa FE,2016,113120,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,41720
TOYOTA,Prius C Navigation,2013,87000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Grey,21326
VOLKSWAGEN,Jetta,2016,45312,Sedan,Tiptronic,Petrol,Rear,4.0,1.4,Black,13172
HYUNDAI,Genesis,2010,146691,Coupe,Automatic,Petrol,Front,4.0,2.0,Black,15292
TOYOTA,Ist,2003,146000,Hatchback,Automatic,Petrol,Front,4.0,1.5,White,25
HONDA,Insight,2009,200000,Hatchback,Automatic,Hybrid,Front,4.0,1.3,Silver,10976
SSANGYONG,REXTON,2014,52576,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,48873
LEXUS,RX 400,2008,224629,Jeep,Automatic,Hybrid,4x4,6.0,3.3,Silver,8154
HYUNDAI,Elantra,2013,80000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Grey,11917
TOYOTA,Prius,2010,423418,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Black,282
TOYOTA,Prius C,2015,79500,Sedan,Automatic,Hybrid,Front,4.0,1.5,Grey,21326
MERCEDES-BENZ,E 350 w211,2007,151000,Sedan,Automatic,Petrol,Rear,6.0,3.5,Black,22580
MERCEDES-BENZ,E 350,2012,128202,Sedan,Automatic,Diesel,Rear,6.0,3.5,Black,4861
KIA,Optima,2013,120000,Sedan,Automatic,Petrol,Front,4.0,2.4,Black,17562
HYUNDAI,Santa FE,2012,138525,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,26594
VOLKSWAGEN,Passat,2014,65282,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,15994
LEXUS,RX 350,2011,900000,Jeep,Tiptronic,Petrol,Front,12.0,3.5,Black,27911
BMW,X5,2016,73856,Jeep,Automatic,Hybrid,4x4,4.0,2.0,Black,706
KIA,Sorento,2016,21683,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,39515
HONDA,Insight,2010,184250,Hatchback,Automatic,Hybrid,Front,4.0,1.3,Grey,220
HYUNDAI,Elantra,2017,44000,Sedan,Automatic,Petrol,Front,4.0,2.0,Black,17562
MAZDA,Mazda 6,2014,136000,Sedan,Automatic,Diesel,Front,4.0,2.2,Black,14113
VOLKSWAGEN,Jetta,2014,107200,Sedan,Automatic,Petrol,Rear,4.0,1.8,White,17249
RENAULT,Clio,2010,190000,Universal,Manual,Diesel,Front,4.0,1.5,Black,14113
SUBARU,Forester,2012,204579,Jeep,Automatic,Petrol,4x4,4.0,2.5,Black,314
TOYOTA,Aqua,2013,48300,Sedan,Automatic,Petrol,Front,4.0,1.5,Red,19306
CHEVROLET,Volt,2017,125358,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Grey,188
MERCEDES-BENZ,C 240,2001,240000,Sedan,Tiptronic,Petrol,Rear,6.0,2.4,Black,10663
LEXUS,HS 250h,2011,85000,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,90
VOLKSWAGEN,Vento,1995,107000,Sedan,Manual,Petrol,Front,4.0,1.8,Green,4391
TOYOTA,Camry XLE,2012,95000,Sedan,Tiptronic,Hybrid,Front,4.0,2.5,Grey,25089
HYUNDAI,Tucson,2011,191264,Jeep,Automatic,Diesel,Front,4.0,2.0,White,22649
HYUNDAI,Sonata,2014,55210,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,10515
HYUNDAI,Elantra,2012,98252,Sedan,Automatic,Petrol,Front,4.0,1.6,Grey,20266
JEEP,Compass,2013,59897,Jeep,Automatic,Petrol,Front,4.0,2.4,White,31248
MERCEDES-BENZ,GLE 350,2016,59099,Jeep,Automatic,Petrol,4x4,6.0,3.0,White,6272
HONDA,FIT,2011,111000,Hatchback,Automatic,Hybrid,Front,4.0,1.3,Green,8781
NISSAN,Juke,2014,56000,Jeep,Tiptronic,Petrol,Front,4.0,1.6,Carnelian red,24148
HYUNDAI,H1,2008,66846,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,10672
LEXUS,RX 450,2011,101816,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Black,188
NISSAN,Serena,2002,281000,Minivan,Automatic,CNG,Front,4.0,2.0,Black,4000
FORD,Fusion,2010,168960,Sedan,Automatic,Petrol,Front,4.0,2.5,Silver,314
CHEVROLET,Aveo,2015,58052,Hatchback,Automatic,Petrol,Front,4.0,1.4,White,24273
TOYOTA,Camry,2015,118000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Black,26657
OPEL,Corsa,2003,22863,Hatchback,Manual,Petrol,Front,4.0,1.2,Silver,4704
MERCEDES-BENZ,ML 350,2011,255000,Jeep,Automatic,Diesel,4x4,6.0,2.9,Grey,39829
NISSAN,March,2015,23603,Hatchback,Automatic,Petrol,Front,4.0,1.2,Blue,23935
MERCEDES-BENZ,Vaneo,2004,0,Universal,Manual,Diesel,Front,4.0,1.7,Blue,8467
TOYOTA,Prius,2008,120000,Hatchback,Automatic,LPG,Front,4.0,1.5,White,14113
HYUNDAI,Elantra,2011,89323,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,18531
TOYOTA,Camry,2010,165000,Sedan,Automatic,Hybrid,Front,4.0,2.4,White,19757
HYUNDAI,Sonata,2016,257102,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,15681
TOYOTA,Prius,2010,174309,Sedan,Automatic,Hybrid,Front,4.0,1.8,White,20385
TOYOTA,Prius,2014,155000,Hatchback,Tiptronic,Hybrid,Front,4.0,1.8,Grey,20385
HYUNDAI,Santa FE,2015,129254,Jeep,Automatic,Diesel,Front,4.0,2.0,White,39559
HONDA,Civic,2019,5492,Universal,Automatic,Petrol,Front,4.0,2.0,Black,124989
HYUNDAI,Santa FE,2011,58548,Jeep,Automatic,Diesel,Front,4.0,2.0,White,19601
HONDA,Insight,2012,102000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Silver,10000
FORD,Transit,1999,395000,Microbus,Manual,Diesel,Rear,4.0,2.5,Carnelian red,13328
TOYOTA,Camry,2013,232032,Sedan,Automatic,Hybrid,Front,4.0,2.5,Silver,392
TOYOTA,Camry,2008,145567,Sedan,Automatic,Hybrid,Front,4.0,2.4,Black,16621
FORD,Expedition,2000,0,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,15681
HYUNDAI,Elantra,2011,133783,Sedan,Automatic,Petrol,Front,4.0,1.6,Grey,19679
HONDA,Accord,2017,39762,Sedan,Automatic,Petrol,Front,4.0,2.4,Grey,9879
HYUNDAI,Elantra,2015,104674,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,27654
MERCEDES-BENZ,E 350,2010,165000,Sedan,Tiptronic,Petrol,4x4,6.0,3.5,Grey,32929
TOYOTA,Aqua,2014,53800,Hatchback,Automatic,Petrol,Front,4.0,1.5,Silver,17663
HYUNDAI,Santa FE,2015,99106,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,52959
HYUNDAI,Sonata HYBRID,2011,88400,Sedan,Tiptronic,Hybrid,Front,4.0,2.4,Grey,18189
SUBARU,XV,2015,111285,Sedan,Automatic,Petrol,4x4,4.0,2.0,Black,706
LEXUS,GX 470,2008,280354,Jeep,Automatic,Petrol,4x4,8.0,4.7,White,862
HONDA,Insight,2011,136000,Hatchback,Tiptronic,Hybrid,Front,4.0,1.3,Silver,14740
NISSAN,Juke,2015,111402,Jeep,Automatic,Petrol,4x4,4.0,1.6,Black,5018
HYUNDAI,Tucson,2012,105437,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,27924
TOYOTA,Camry,2014,109798,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,5488
MERCEDES-BENZ,ML 320,2009,245470,Jeep,Tiptronic,Diesel,4x4,6.0,3.0,Grey,28225
HONDA,Cr-v,2005,120000,Jeep,Automatic,Petrol,4x4,4.0,2.4,Silver,16621
TOYOTA,Prius,2008,288000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Grey,10400
GMC,TERRAIN,2012,212682,Jeep,Automatic,Petrol,Front,4.0,2.4,Red,1960
HYUNDAI,Tucson,2014,189000,Jeep,Automatic,Diesel,Front,4.0,2.0,White,24283
TOYOTA,Camry,2013,308694,Sedan,Automatic,Petrol,Front,4.0,2.5,Grey,3920
CHEVROLET,Spark,2015,53711,Hatchback,Automatic,Petrol,Front,4.0,1.0,White,9364
JEEP,Compass,2010,121000,Jeep,Automatic,Petrol,Front,4.0,2.4,Silver,23110
FORD,Transit,1991,0,Microbus,Manual,Diesel,Rear,4.0,2.5,White,4391
TOYOTA,Camry,2013,225510,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,314
NISSAN,Note,2012,69000,Hatchback,Automatic,Petrol,Front,4.0,1.2,Black,9722
MAZDA,MPV,2004,16000,Minivan,Automatic,CNG,Front,4.0,2.3,Silver,5645
HYUNDAI,Santa FE,2014,151000,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,36068
TOYOTA,Camry,2019,39552,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,251
BMW,X5,2008,240000,Jeep,Tiptronic,Petrol,4x4,6.0,3.0,Black,140
DODGE,Ramcharger,2012,258990,Sedan,Automatic,Petrol,Rear,6.0,3.6,White,392
HYUNDAI,Sonata,2006,243200,Sedan,Tiptronic,LPG,Front,6.0,3.3,Black,10036
TOYOTA,Hilux,1998,123000,Pickup,Manual,Petrol,Rear,4.0,2.0,White,7527
AUDI,A4,2002,265600,Sedan,Manual,Petrol,4x4,6.0,3.0,Silver,8781
LAND ROVER,Range Rover Evoque,2012,125000,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,Red,50178
HONDA,Pilot,2005,145000,Jeep,Automatic,Petrol,4x4,6.0,3.5,White,4704
HYUNDAI,Sonata,2016,267209,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,15681
HYUNDAI,H1,2015,90660,Universal,Automatic,Diesel,Front,4.0,2.5,White,35344
MERCEDES-BENZ,E 240,2000,314000,Sedan,Automatic,LPG,Rear,6.0,2.6,Green,8154
HONDA,FIT,2013,86996,Hatchback,Automatic,Petrol,Front,4.0,1.3,Silver,15925
TOYOTA,Camry,2014,47152,Sedan,Tiptronic,Petrol,Front,4.0,2.5,White,23521
MERCEDES-BENZ,E 300,2017,26802,Sedan,Automatic,Petrol,Rear,4.0,2.0,Black,314
FORD,Fusion,2013,134982,Sedan,Automatic,Petrol,Front,4.0,2.0,Red,15681
FORD,Escape,2008,93000,Jeep,Automatic,Hybrid,4x4,4.0,2.5,Silver,21953
HYUNDAI,Sonata,2016,258906,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,11290
DAEWOO,Lacetti,2009,75644,Sedan,Automatic,Diesel,Front,4.0,2.0,Silver,5959
MERCEDES-BENZ,GL 450,2013,230397,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,2274
TOYOTA,Prius V ALPINA,2015,123000,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,11000
HYUNDAI,Elantra,2017,115974,Sedan,Automatic,Petrol,Front,4.0,2.0,White,4547
FORD,Fiesta,2014,49000,Sedan,Tiptronic,Petrol,Front,4.0,1.6,Green,11604
LEXUS,RX 300,2000,209123,Jeep,Tiptronic,CNG,4x4,4.0,3.0,Black,12544
MERCEDES-BENZ,E 500,2005,125000,Sedan,Tiptronic,Petrol,Rear,8.0,5.0,Silver,17249
CHEVROLET,Orlando,2014,73650,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,28059
HYUNDAI,Sonata,2011,145219,Sedan,Automatic,Petrol,Front,4.0,2.0,Grey,18826
MERCEDES-BENZ,Sprinter 315CDI,2007,268022,Microbus,Manual,Diesel,Front,6.0,2.1,White,31361
TOYOTA,Prius,2012,0,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,13485
MITSUBISHI,Pajero,1995,205000,Jeep,Manual,Diesel,4x4,4.0,2.5,Blue,9408
BMW,X5,2007,310000,Jeep,Tiptronic,Petrol,4x4,6.0,3.0,Grey,19130
MITSUBISHI,Outlander,2012,7964,Jeep,Tiptronic,Petrol,4x4,6.0,2.4,Silver,21326
HYUNDAI,H1,2014,126970,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,34074
CHEVROLET,Lacetti,2011,142600,Sedan,Automatic,Petrol,Front,4.0,1.8,Silver,11099
TOYOTA,Prius,2012,411923,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Blue,314
TOYOTA,Camry,2018,35058,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,18817
TOYOTA,Camry,2017,32000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Green,29793
HONDA,Civic,2017,46935,Hatchback,Automatic,Petrol,Front,4.0,1.5,Black,31675
